chromosome	source	feature	start	end	score	strand	frame	gene_id	 transcript_id 	 exon_number 	 gene_name 	 gene_biotype 	 transcript_name 	 protein_id 
18	protein_coding	exon	6223544	6223689	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	10	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6223544	6223689	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	10	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6222717	6222865	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	11	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6222717	6222865	.	-	1	ENSMUSG00000006740	ENSMUST00000025083	11	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6220800	6220993	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	12	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6220800	6220993	.	-	2	ENSMUSG00000006740	ENSMUST00000025083	12	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6220222	6220290	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	13	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6220222	6220290	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	13	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6216739	6216945	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	14	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6216739	6216945	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	14	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6216221	6216364	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	15	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6216221	6216364	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	15	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6214510	6214698	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	16	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6214510	6214698	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	16	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6213968	6214085	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	17	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6213968	6214085	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	17	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6213391	6213452	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	18	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6213391	6213452	.	-	2	ENSMUSG00000006740	ENSMUST00000025083	18	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6213185	6213294	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	19	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6213185	6213294	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	19	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6212515	6212616	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	20	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6212515	6212616	.	-	1	ENSMUSG00000006740	ENSMUST00000025083	20	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6211190	6211250	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	21	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6211190	6211250	.	-	1	ENSMUSG00000006740	ENSMUST00000025083	21	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6211022	6211093	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	22	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6211022	6211093	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	22	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6210698	6210802	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	23	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6210698	6210802	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	23	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6208998	6209214	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	24	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6208998	6209214	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	24	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	exon	6208185	6208333	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	25	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	CDS	6208206	6208333	.	-	2	ENSMUSG00000006740	ENSMUST00000025083	25	Kif5b	protein_coding	Kif5b-001	ENSMUSP00000025083
18	protein_coding	stop_codon	6208203	6208205	.	-	0	ENSMUSG00000006740	ENSMUST00000025083	25	Kif5b	protein_coding	Kif5b-001	
18	protein_coding	exon	6201000	6203705	.	-	.	ENSMUSG00000006740	ENSMUST00000025083	26	Kif5b	protein_coding	Kif5b-001	
18	retained_intron	exon	6214510	6214538	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	1	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6213968	6214085	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	2	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6213391	6213452	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	3	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6213185	6213294	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	4	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6212515	6212616	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	5	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6210698	6211250	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	6	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6208998	6209214	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	7	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6208185	6208333	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	8	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6203087	6203705	.	-	.	ENSMUSG00000006740	ENSMUST00000168031	9	Kif5b	protein_coding	Kif5b-004	
18	retained_intron	exon	6223969	6224027	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	1	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6223544	6223689	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	2	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6222717	6222865	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	3	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6220800	6220993	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	4	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6220222	6220290	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	5	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6216739	6216945	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	6	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6216221	6216364	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	7	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6214510	6214698	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	8	Kif5b	protein_coding	Kif5b-003	
18	retained_intron	exon	6213444	6214085	.	-	.	ENSMUSG00000006740	ENSMUST00000164426	9	Kif5b	protein_coding	Kif5b-003	
18	protein_coding	exon	6241354	6241468	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	1	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	exon	6240980	6241139	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	2	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6240980	6241105	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	2	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	start_codon	6241103	6241105	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	2	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	exon	6234813	6234900	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	3	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6234813	6234900	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	3	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6227586	6227659	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	4	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6227586	6227659	.	-	2	ENSMUSG00000006740	ENSMUST00000163210	4	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6226862	6226966	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	5	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6226862	6226966	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	5	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6226380	6226428	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	6	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6226380	6226428	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	6	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6225766	6225821	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	7	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6225766	6225821	.	-	2	ENSMUSG00000006740	ENSMUST00000163210	7	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6225595	6225682	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	8	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6225595	6225682	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	8	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6225316	6225440	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	9	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6225316	6225440	.	-	2	ENSMUSG00000006740	ENSMUST00000163210	9	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6223969	6224073	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	10	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6223969	6224073	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	10	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6223544	6223689	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	11	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6223544	6223689	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	11	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6222717	6222865	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	12	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6222717	6222865	.	-	1	ENSMUSG00000006740	ENSMUST00000163210	12	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6220800	6220993	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	13	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6220800	6220993	.	-	2	ENSMUSG00000006740	ENSMUST00000163210	13	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6220222	6220290	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	14	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6220222	6220290	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	14	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6216739	6216945	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	15	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6216739	6216945	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	15	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6216221	6216364	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	16	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6216221	6216364	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	16	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	protein_coding	exon	6214567	6214698	.	-	.	ENSMUSG00000006740	ENSMUST00000163210	17	Kif5b	protein_coding	Kif5b-002	
18	protein_coding	CDS	6214567	6214698	.	-	0	ENSMUSG00000006740	ENSMUST00000163210	17	Kif5b	protein_coding	Kif5b-002	ENSMUSP00000130750
18	retained_intron	exon	6222717	6223036	.	-	.	ENSMUSG00000006740	ENSMUST00000166249	1	Kif5b	protein_coding	Kif5b-007	
18	retained_intron	exon	6220858	6220993	.	-	.	ENSMUSG00000006740	ENSMUST00000166249	2	Kif5b	protein_coding	Kif5b-007	
18	processed_transcript	exon	6242071	6242172	.	-	.	ENSMUSG00000006740	ENSMUST00000170959	1	Kif5b	protein_coding	Kif5b-005	
18	processed_transcript	exon	6241312	6241781	.	-	.	ENSMUSG00000006740	ENSMUST00000170959	2	Kif5b	protein_coding	Kif5b-005	
18	antisense	exon	6213911	6214052	.	+	.	ENSMUSG00000091165	ENSMUST00000168187	1	Gm17036	processed_transcript	Gm17036-001	
18	antisense	exon	6227211	6227322	.	+	.	ENSMUSG00000091165	ENSMUST00000168187	2	Gm17036	processed_transcript	Gm17036-001	
18	protein_coding	exon	6332588	6333062	.	+	.	ENSMUSG00000073640	ENSMUST00000097682	1	Rpl27-ps3	protein_coding	Rpl27-ps3-201	
18	protein_coding	CDS	6332630	6333037	.	+	0	ENSMUSG00000073640	ENSMUST00000097682	1	Rpl27-ps3	protein_coding	Rpl27-ps3-201	ENSMUSP00000095287
18	protein_coding	start_codon	6332630	6332632	.	+	0	ENSMUSG00000073640	ENSMUST00000097682	1	Rpl27-ps3	protein_coding	Rpl27-ps3-201	
18	protein_coding	stop_codon	6333038	6333040	.	+	0	ENSMUSG00000073640	ENSMUST00000097682	1	Rpl27-ps3	protein_coding	Rpl27-ps3-201	
18	protein_coding	exon	6515863	6516106	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	1	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6515863	6515865	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	1	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	start_codon	6515863	6515865	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	1	Epc1	protein_coding	Epc1-001	
18	protein_coding	exon	6462830	6462989	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	2	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6462830	6462989	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	2	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6455187	6455332	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	3	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6455187	6455332	.	-	2	ENSMUSG00000024240	ENSMUST00000115870	3	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6454185	6454391	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	4	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6454185	6454391	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	4	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6453507	6453655	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	5	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6453507	6453655	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	5	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6452231	6452390	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	6	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6452231	6452390	.	-	1	ENSMUSG00000024240	ENSMUST00000115870	6	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6450464	6450637	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	7	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6450464	6450637	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	7	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6450295	6450384	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	8	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6450295	6450384	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	8	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6450067	6450215	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	9	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6450067	6450215	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	9	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6448903	6449255	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	10	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6448903	6449255	.	-	1	ENSMUSG00000024240	ENSMUST00000115870	10	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6441120	6441241	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	11	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6441120	6441241	.	-	2	ENSMUSG00000024240	ENSMUST00000115870	11	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6440047	6440188	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	12	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6440047	6440188	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	12	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6439590	6439953	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	13	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6439590	6439953	.	-	2	ENSMUSG00000024240	ENSMUST00000115870	13	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	exon	6435949	6437305	.	-	.	ENSMUSG00000024240	ENSMUST00000115870	14	Epc1	protein_coding	Epc1-001	
18	protein_coding	CDS	6437236	6437305	.	-	1	ENSMUSG00000024240	ENSMUST00000115870	14	Epc1	protein_coding	Epc1-001	ENSMUSP00000111536
18	protein_coding	stop_codon	6437233	6437235	.	-	0	ENSMUSG00000024240	ENSMUST00000115870	14	Epc1	protein_coding	Epc1-001	
18	protein_coding	exon	6490461	6490854	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	1	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6490461	6490613	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	1	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	start_codon	6490611	6490613	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	1	Epc1	protein_coding	Epc1-002	
18	protein_coding	exon	6462830	6462989	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	2	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6462830	6462989	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	2	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6455187	6455332	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	3	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6455187	6455332	.	-	2	ENSMUSG00000024240	ENSMUST00000028100	3	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6454185	6454391	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	4	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6454185	6454391	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	4	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6453507	6453655	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	5	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6453507	6453655	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	5	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6452231	6452390	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	6	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6452231	6452390	.	-	1	ENSMUSG00000024240	ENSMUST00000028100	6	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6450464	6450637	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	7	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6450464	6450637	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	7	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6450295	6450384	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	8	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6450295	6450384	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	8	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6450067	6450215	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	9	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6450067	6450215	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	9	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6448903	6449255	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	10	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6448903	6449255	.	-	1	ENSMUSG00000024240	ENSMUST00000028100	10	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6441120	6441241	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	11	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6441120	6441241	.	-	2	ENSMUSG00000024240	ENSMUST00000028100	11	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6440047	6440188	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	12	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6440047	6440188	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	12	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6439590	6439953	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	13	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6439590	6439953	.	-	2	ENSMUSG00000024240	ENSMUST00000028100	13	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	exon	6435951	6437305	.	-	.	ENSMUSG00000024240	ENSMUST00000028100	14	Epc1	protein_coding	Epc1-002	
18	protein_coding	CDS	6437236	6437305	.	-	1	ENSMUSG00000024240	ENSMUST00000028100	14	Epc1	protein_coding	Epc1-002	ENSMUSP00000028100
18	protein_coding	stop_codon	6437233	6437235	.	-	0	ENSMUSG00000024240	ENSMUST00000028100	14	Epc1	protein_coding	Epc1-002	
18	protein_coding	exon	6441800	6441892	.	-	.	ENSMUSG00000024240	ENSMUST00000124926	1	Epc1	protein_coding	Epc1-004	
18	protein_coding	exon	6441120	6441241	.	-	.	ENSMUSG00000024240	ENSMUST00000124926	2	Epc1	protein_coding	Epc1-004	
18	protein_coding	CDS	6441120	6441194	.	-	0	ENSMUSG00000024240	ENSMUST00000124926	2	Epc1	protein_coding	Epc1-004	ENSMUSP00000117601
18	protein_coding	start_codon	6441192	6441194	.	-	0	ENSMUSG00000024240	ENSMUST00000124926	2	Epc1	protein_coding	Epc1-004	
18	protein_coding	exon	6440047	6440188	.	-	.	ENSMUSG00000024240	ENSMUST00000124926	3	Epc1	protein_coding	Epc1-004	
18	protein_coding	CDS	6440047	6440188	.	-	0	ENSMUSG00000024240	ENSMUST00000124926	3	Epc1	protein_coding	Epc1-004	ENSMUSP00000117601
18	protein_coding	exon	6439590	6439953	.	-	.	ENSMUSG00000024240	ENSMUST00000124926	4	Epc1	protein_coding	Epc1-004	
18	protein_coding	CDS	6439590	6439953	.	-	2	ENSMUSG00000024240	ENSMUST00000124926	4	Epc1	protein_coding	Epc1-004	ENSMUSP00000117601
18	protein_coding	exon	6490461	6490854	.	-	.	ENSMUSG00000024240	ENSMUST00000050542	1	Epc1	protein_coding	Epc1-003	
18	protein_coding	CDS	6490461	6490613	.	-	0	ENSMUSG00000024240	ENSMUST00000050542	1	Epc1	protein_coding	Epc1-003	ENSMUSP00000060599
18	protein_coding	start_codon	6490611	6490613	.	-	0	ENSMUSG00000024240	ENSMUST00000050542	1	Epc1	protein_coding	Epc1-003	
18	protein_coding	exon	6489158	6489328	.	-	.	ENSMUSG00000024240	ENSMUST00000050542	2	Epc1	protein_coding	Epc1-003	
18	protein_coding	CDS	6489299	6489328	.	-	0	ENSMUSG00000024240	ENSMUST00000050542	2	Epc1	protein_coding	Epc1-003	ENSMUSP00000060599
18	protein_coding	stop_codon	6489296	6489298	.	-	0	ENSMUSG00000024240	ENSMUST00000050542	2	Epc1	protein_coding	Epc1-003	
18	miRNA	exon	6490562	6490644	.	-	.	ENSMUSG00000084514	ENSMUST00000122565	1	Mir1893	miRNA	Mir1893-201	
18	protein_coding	exon	6603627	6603674	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	1	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	exon	6619305	6619408	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	2	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	CDS	6619377	6619408	.	+	0	ENSMUSG00000039540	ENSMUST00000075174	2	4921524L21Rik	protein_coding	4921524L21Rik-202	ENSMUSP00000074669
18	protein_coding	start_codon	6619377	6619379	.	+	0	ENSMUSG00000039540	ENSMUST00000075174	2	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	exon	6620102	6620243	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	3	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	CDS	6620102	6620243	.	+	1	ENSMUSG00000039540	ENSMUST00000075174	3	4921524L21Rik	protein_coding	4921524L21Rik-202	ENSMUSP00000074669
18	protein_coding	exon	6626321	6626529	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	4	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	CDS	6626321	6626529	.	+	0	ENSMUSG00000039540	ENSMUST00000075174	4	4921524L21Rik	protein_coding	4921524L21Rik-202	ENSMUSP00000074669
18	protein_coding	exon	6629479	6629689	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	5	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	CDS	6629479	6629689	.	+	1	ENSMUSG00000039540	ENSMUST00000075174	5	4921524L21Rik	protein_coding	4921524L21Rik-202	ENSMUSP00000074669
18	protein_coding	exon	6630051	6630163	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	6	4921524L21Rik	protein_coding	4921524L21Rik-202	
18	protein_coding	CDS	6630051	6630163	.	+	0	ENSMUSG00000039540	ENSMUST00000075174	6	4921524L21Rik	protein_coding	4921524L21Rik-202	ENSMUSP00000074669
18	protein_coding	exon	6635813	6635942	.	+	.	ENSMUSG00000039540	ENSMUST00000075174	7	4921524L21Rik	protein_coding	4921524L21Rik-202	
