bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID
589	YGR055W	chrVII	+	599420	601145	599420	601145	1	599420,	601145,	P50276
589	YGR056W	chrVII	+	601664	604451	601664	604451	1	601664,	604451,	P53236
589	YGR057C	chrVII	-	604776	605505	604776	605505	1	604776,	605505,	P53237
589	YGR058W	chrVII	+	606139	607147	606139	607147	1	606139,	607147,	P53238
589	YGR059W	chrVII	+	607566	609105	607566	609105	1	607566,	609105,	P41901
589	YGR060W	chrVII	+	610567	611497	610567	611497	1	610567,	611497,	P53045
589	YGR061C	chrVII	-	611892	615969	611892	615969	1	611892,	615969,	P38972
589	YGR062C	chrVII	-	616331	617282	616331	617282	1	616331,	617282,	P53239
589	YGR063C	chrVII	-	617519	617828	617519	617828	1	617519,	617828,	P32914
589	YGR064W	chrVII	+	617624	617993	617624	617993	1	617624,	617993,	n/a
589	YGR065C	chrVII	-	618080	619862	618080	619862	1	618080,	619862,	P53241
589	YGR066C	chrVII	-	620924	621803	620924	621803	1	620924,	621803,	P53242
589	YGR067C	chrVII	-	622405	624790	622405	624790	1	622405,	624790,	P53243
589	YGR068C	chrVII	-	625327	627088	625327	627088	1	625327,	627088,	P53244
589	YGR068W-A	chrVII	+	626297	626393	626297	626393	1	626297,	626393,	n/a
589	YGR069W	chrVII	+	627086	627422	627086	627422	1	627086,	627422,	n/a
589	YGR070W	chrVII	+	627809	631277	627809	631277	1	627809,	631277,	P53046
589	YGR071C	chrVII	-	631484	634067	631484	634067	1	631484,	634067,	P53246
589	YGR072W	chrVII	+	634307	635471	634307	635471	1	634307,	635471,	P48412
589	YGR073C	chrVII	-	635618	635990	635618	635990	1	635618,	635990,	n/a
589	YGR074W	chrVII	+	635715	636156	635715	636156	1	635715,	636156,	Q02260
589	YGR075C	chrVII	-	636150	636879	636150	636879	1	636150,	636879,	Q00723
589	YGR076C	chrVII	-	637107	637581	637107	637581	1	637107,	637581,	P23369
589	YGR077C	chrVII	-	637747	639517	637747	639517	1	637747,	639517,	P53248
589	YGR078C	chrVII	-	639775	640375	639775	640375	1	639775,	640375,	P48363
589	YGR079W	chrVII	+	640723	641836	640723	641836	1	640723,	641836,	P53249
589	YGR080W	chrVII	+	642013	643012	642013	643012	1	642013,	643012,	P53250
589	YGR081C	chrVII	-	643151	643784	643151	643784	1	643151,	643784,	P53251
589	YGR082W	chrVII	+	644047	644599	644047	644599	1	644047,	644599,	P35180
589	YGR083C	chrVII	-	644863	646819	644863	646819	1	644863,	646819,	P12754
589	YGR084C	chrVII	-	647126	648146	647126	648146	1	647126,	648146,	P12686
589	YGR085C	chrVII	-	648386	648911	648386	648911	1	648386,	648911,	Q3E757
589	YGR086C	chrVII	-	649601	650621	649601	650621	1	649601,	650621,	P53252
589	YGR087C	chrVII	-	651293	652985	651293	652985	1	651293,	652985,	P26263
73	YGR088W	chrVII	+	654637	656326	654637	656326	1	654637,	656326,	P06115
590	YGR089W	chrVII	+	656963	659774	656963	659774	1	656963,	659774,	P53253
590	YGR090W	chrVII	+	662361	666075	662361	666075	1	662361,	666075,	P53254
590	YGR091W	chrVII	+	666344	667829	666344	667829	1	666344,	667829,	P49704
590	YGR092W	chrVII	+	668192	669911	668192	669911	1	668192,	669911,	P22204
590	YGR093W	chrVII	+	670391	671915	670391	671915	1	670391,	671915,	P53255
590	YGR094W	chrVII	+	672189	675504	672189	675504	1	672189,	675504,	P07806
590	YGR095C	chrVII	-	675674	676346	675674	676346	1	675674,	676346,	P53256
590	YGR096W	chrVII	+	676624	677569	676624	677569	1	676624,	677569,	P53257
590	YGR097W	chrVII	+	678698	682139	678698	682139	1	678698,	682139,	P48361
590	YGR098C	chrVII	-	682569	687462	682569	687462	1	682569,	687462,	Q03018
590	YGR099W	chrVII	+	687902	689969	687902	689969	1	687902,	689969,	P53038
590	YGR100W	chrVII	+	690248	693101	690248	693101	1	690248,	693101,	P53258
590	YGR101W	chrVII	+	693366	694407	693366	694407	1	693366,	694407,	P53259
590	YGR102C	chrVII	-	694587	695139	694587	695139	1	694587,	695139,	P53260
590	YGR103W	chrVII	+	695420	697238	695420	697238	1	695420,	697238,	P53261
590	YGR104C	chrVII	-	697448	698372	697448	698372	1	697448,	698372,	P32585
590	YGR105W	chrVII	+	698602	698836	698602	698836	1	698602,	698836,	P41806
590	YGR106C	chrVII	-	698992	699790	698992	699790	1	698992,	699790,	P53262
590	YGR107W	chrVII	+	702670	703120	702670	703120	1	702670,	703120,	n/a
590	YGR108W	chrVII	+	703639	705055	703639	705055	1	703639,	705055,	P24868
590	YGR109C	chrVII	-	705362	706505	705362	706505	1	705362,	706505,	P32943
590	YGR109W-B	chrVII	+	707613	712258	707613	712258	2	707613,708464,	708463,712258,	Q99315
590	YGR109W-A	chrVII	+	707613	708486	707613	708486	1	707613,	708486,	Q12173
590	YGR110W	chrVII	+	713712	715050	713712	715050	1	713712,	715050,	P53264
590	YGR111W	chrVII	+	715831	717034	715831	717034	1	715831,	717034,	P53265
590	YGR112W	chrVII	+	717361	718531	717361	718531	1	717361,	718531,	P53266
590	YGR113W	chrVII	+	718896	719928	718896	719928	1	718896,	719928,	P53267
590	YGR114C	chrVII	-	720268	720658	720268	720658	1	720268,	720658,	n/a
590	YGR115C	chrVII	-	720375	721155	720375	721155	1	720375,	721155,	n/a
590	YGR116W	chrVII	+	720412	724768	720412	724768	1	720412,	724768,	P23615
590	YGR117C	chrVII	-	725052	726483	725052	726483	1	725052,	726483,	P53270
590	YGR118W	chrVII	+	726977	727735	726977	727735	2	726977,727362,	727042,727735,	P32827
590	YGR119C	chrVII	-	728050	729676	728050	729676	1	728050,	729676,	P48837
590	YGR120C	chrVII	-	730037	730826	730037	730826	1	730037,	730826,	P53271
590	YGR121C	chrVII	-	731453	732932	731453	732932	1	731453,	732932,	P40260
590	YGR121W-A	chrVII	+	733416	733632	733416	733632	1	733416,	733632,	Q3E816
590	YGR122W	chrVII	+	733939	735148	733939	735148	1	733939,	735148,	P53272
590	YGR122C-A	chrVII	-	735634	735763	735634	735763	1	735634,	735763,	n/a
590	YGR123C	chrVII	-	736666	738208	736666	738208	1	736666,	738208,	P53043
590	YGR124W	chrVII	+	739948	741667	739948	741667	1	739948,	741667,	P49090
590	YGR125W	chrVII	+	742329	745440	742329	745440	1	742329,	745440,	P53273
590	YGR126W	chrVII	+	745839	746532	745839	746532	1	745839,	746532,	P53274
590	YGR127W	chrVII	+	746802	747741	746802	747741	1	746802,	747741,	P53275
590	YGR128C	chrVII	-	747954	750096	747954	750096	1	747954,	750096,	P53276
590	YGR129W	chrVII	+	750404	751052	750404	751052	1	750404,	751052,	P53277
590	YGR130C	chrVII	-	751398	753849	751398	753849	1	751398,	753849,	P53278
590	YGR131W	chrVII	+	754730	755255	754730	755255	1	754730,	755255,	P53279
590	YGR132C	chrVII	-	755593	756457	755593	756457	1	755593,	756457,	P40961
590	YGR133W	chrVII	+	756900	757452	756900	757452	1	756900,	757452,	P29340
590	YGR134W	chrVII	+	757774	761143	757774	761143	1	757774,	761143,	P53280
590	YGR135W	chrVII	+	761396	762173	761396	762173	1	761396,	762173,	P23638
590	YGR136W	chrVII	+	762432	763158	762432	763158	1	762432,	763158,	P53281
590	YGR137W	chrVII	+	762892	763267	762892	763267	1	762892,	763267,	n/a
590	YGR138C	chrVII	-	763766	765611	763766	765611	1	763766,	765611,	P53283
590	YGR139W	chrVII	+	765730	766069	765730	766069	1	765730,	766069,	n/a
590	YGR140W	chrVII	+	767433	770304	767433	770304	1	767433,	770304,	P32504
590	YGR141W	chrVII	+	770573	771977	770573	771977	1	770573,	771977,	P53285
590	YGR142W	chrVII	+	772458	773691	772458	773691	1	772458,	773691,	P53286
590	YGR143W	chrVII	+	775197	777513	775197	777513	1	775197,	777513,	P33336
590	YGR144W	chrVII	+	780403	781384	780403	781384	1	780403,	781384,	P32318
590	YGR145W	chrVII	+	781771	783895	781771	783895	1	781771,	783895,	P48234
590	YGR146C	chrVII	-	784227	784863	784227	784863	1	784227,	784863,	P48235
590	YGR146C-A	chrVII	-	785280	785442	785280	785442	1	785280,	785442,	Q8TGT9
73	YGR147C	chrVII	-	786058	786925	786058	786925	1	786058,	786925,	P37293
591	YGR148C	chrVII	-	787316	788183	787316	787784	2	787316,787791,	787784,788183,	P24000
591	YGR149W	chrVII	+	789035	790334	789035	790334	1	789035,	790334,	P48236
591	YGR150C	chrVII	-	790463	793058	790463	793058	1	790463,	793058,	P48237
591	YGR151C	chrVII	-	794659	794995	794659	794995	1	794659,	794995,	n/a
591	YGR152C	chrVII	-	794678	795497	794678	795497	1	794678,	795497,	P13856
591	YGR153W	chrVII	+	796096	796750	796096	796750	1	796096,	796750,	P48238
591	YGR154C	chrVII	-	796802	797873	796802	797873	1	796802,	797873,	P48239
591	YGR155W	chrVII	+	798547	800071	798547	800071	1	798547,	800071,	P32582
591	YGR156W	chrVII	+	800550	801828	800550	801828	1	800550,	801828,	P39927
591	YGR157W	chrVII	+	802444	805054	802444	805054	1	802444,	805054,	P05374
591	YGR158C	chrVII	-	805273	806026	805273	806026	1	805273,	806026,	P48240
591	YGR159C	chrVII	-	806416	807661	806416	807661	1	806416,	807661,	P27476
591	YGR160W	chrVII	+	807077	807689	807077	807689	1	807077,	807689,	n/a
591	YGR161C	chrVII	-	808633	809425	808633	809425	1	808633,	809425,	P53289
591	YGR161W-C	chrVII	+	810231	810510	810231	810510	1	810231,	810510,	Q3E744
591	YGR161W-B	chrVII	+	811742	817056	811742	817056	2	811742,813036,	813035,817056,	Q12503
591	YGR161W-A	chrVII	+	811742	813059	811742	813059	1	811742,	813059,	Q99195
591	YGR161C-D	chrVII	-	817751	823020	817751	823020	2	817751,821715,	821714,823020,	Q12316
591	YGR161C-C	chrVII	-	821697	823020	821697	823020	1	821697,	823020,	Q12231
591	YGR162W	chrVII	+	824063	826922	824063	826922	1	824063,	826922,	P39935
591	YGR163W	chrVII	+	827556	828582	827556	828582	1	827556,	828582,	P53290
591	YGR164W	chrVII	+	828629	828965	828629	828965	1	828629,	828965,	n/a
591	YGR165W	chrVII	+	829120	830158	829120	830158	1	829120,	830158,	P53292
591	YGR166W	chrVII	+	830519	832202	830519	832202	1	830519,	832202,	P32893
591	YGR167W	chrVII	+	832460	833162	832460	833162	1	832460,	833162,	P17891
591	YGR168C	chrVII	-	833356	834487	833356	834487	1	833356,	834487,	P53293
591	YGR169C	chrVII	-	834693	835908	834693	835908	1	834693,	835908,	P53294
591	YGR169C-A	chrVII	-	836391	836670	836391	836670	1	836391,	836670,	Q3E772
591	YGR170W	chrVII	+	837146	840563	837146	840563	1	837146,	840563,	P53037
591	YGR171C	chrVII	-	840828	842556	840828	842556	1	840828,	842556,	P22438
591	YGR172C	chrVII	-	842849	843596	842849	843596	1	842849,	843596,	P53039
591	YGR173W	chrVII	+	843858	844965	843858	844965	1	843858,	844965,	P53295
591	YGR174C	chrVII	-	845897	846410	845897	846410	1	845897,	846410,	P37267
591	YGR174W-A	chrVII	+	846659	846746	846659	846746	1	846659,	846746,	Q8TGT8
591	YGR175C	chrVII	-	846937	848428	846937	848428	1	846937,	848428,	P32476
591	YGR176W	chrVII	+	848724	849072	848724	849072	1	848724,	849072,	n/a
591	YGR177C	chrVII	-	848833	850441	848833	850441	1	848833,	850441,	P53296
591	YGR178C	chrVII	-	851051	853220	851051	853220	1	851051,	853220,	P53297
591	YGR179C	chrVII	-	853679	854900	853679	854900	1	853679,	854900,	P53298
591	YGR180C	chrVII	-	855268	856306	855268	856306	1	855268,	856306,	P49723
591	YGR181W	chrVII	+	858291	858609	858291	858609	1	858291,	858609,	P53299
591	YGR182C	chrVII	-	858555	858909	858555	858909	1	858555,	858909,	n/a
591	YGR183C	chrVII	-	859067	859481	859067	859481	2	859067,859478,	859265,859481,	P22289
591	YGR184C	chrVII	-	859905	865758	859905	865758	1	859905,	865758,	P19812
591	YGR185C	chrVII	-	866340	867525	866340	867525	1	866340,	867525,	P36421
591	YGR186W	chrVII	+	867778	869986	867778	869986	1	867778,	869986,	P41895
591	YGR187C	chrVII	-	870236	871421	870236	871421	1	870236,	871421,	P48362
591	YGR188C	chrVII	-	872048	875114	872048	875114	1	872048,	875114,	P41695
591	YGR189C	chrVII	-	876673	878197	876673	878197	1	876673,	878197,	P53301
591	YGR190C	chrVII	-	880300	880666	880300	880666	1	880300,	880666,	n/a
591	YGR191W	chrVII	+	880424	882236	880424	882236	1	880424,	882236,	P06775
591	YGR192C	chrVII	-	882816	883815	882816	883815	1	882816,	883815,	P00359
591	YGR193C	chrVII	-	884513	885746	884513	885746	1	884513,	885746,	P16451
591	YGR194C	chrVII	-	886077	887880	886077	887880	1	886077,	887880,	P42826
591	YGR195W	chrVII	+	888886	889627	888886	889627	1	888886,	889627,	P46948
591	YGR196C	chrVII	-	889737	892191	889737	892191	1	889737,	892191,	P46949
591	YGR197C	chrVII	-	892501	894145	892501	894145	1	892501,	894145,	P46950
591	YGR198W	chrVII	+	894697	897151	894697	897151	1	894697,	897151,	P46951
591	YGR199W	chrVII	+	897506	899786	897506	899786	1	897506,	899786,	P42934
591	YGR200C	chrVII	-	899908	902275	899908	902275	1	899908,	902275,	P42935
591	YGR201C	chrVII	-	902524	903202	902524	903202	1	902524,	903202,	P42936
591	YGR202C	chrVII	-	903478	904753	903478	904753	1	903478,	904753,	P13259
591	YGR203W	chrVII	+	905241	905688	905241	905688	1	905241,	905688,	P42937
591	YGR204W	chrVII	+	905938	908779	905938	908779	1	905938,	908779,	P07245
591	YGR204C-A	chrVII	-	909065	909179	909065	909179	1	909065,	909179,	Q8TGT7
591	YGR205W	chrVII	+	909217	910090	909217	910090	1	909217,	910090,	P42938
591	YGR206W	chrVII	+	910436	910742	910436	910742	1	910436,	910742,	P42939
591	YGR207C	chrVII	-	910847	911633	910847	911633	1	910847,	911633,	P42940
591	YGR208W	chrVII	+	911887	912817	911887	912817	1	911887,	912817,	P42941
591	YGR209C	chrVII	-	912917	913232	912917	913232	1	912917,	913232,	P22803
591	YGR210C	chrVII	-	913507	914743	913507	914743	1	913507,	914743,	P42942
591	YGR211W	chrVII	+	915245	916706	915245	916706	1	915245,	916706,	P53303
73	YGR212W	chrVII	+	917044	918451	917044	918451	1	917044,	918451,	P53304
592	YGR213C	chrVII	-	918516	919470	918516	919470	1	918516,	919470,	P53047
592	YGR214W	chrVII	+	920579	921793	920579	921793	2	920579,921124,	920669,921793,	P32905
592	YGR215W	chrVII	+	922179	922512	922179	922512	1	922179,	922512,	P53305
592	YGR216C	chrVII	-	922637	924467	922637	924467	1	922637,	924467,	P53306
592	YGR217W	chrVII	+	924698	930818	924698	930818	1	924698,	930818,	P50077
592	YGR218W	chrVII	+	932543	935798	932543	935798	1	932543,	935798,	P30822
592	YGR219W	chrVII	+	936037	936379	936037	936379	1	936037,	936379,	n/a
592	YGR220C	chrVII	-	936076	936886	936076	936886	1	936076,	936886,	P31334
592	YGR221C	chrVII	-	937126	938995	937126	938995	1	937126,	938995,	P50078
592	YGR222W	chrVII	+	939925	940807	939925	940807	1	939925,	940807,	P10834
592	YGR223C	chrVII	-	940871	942218	940871	942218	1	940871,	942218,	P50079
592	YGR224W	chrVII	+	942808	944650	942808	944650	1	942808,	944650,	P50080
592	YGR225W	chrVII	+	945147	947022	945147	947022	2	945147,946423,	946330,947022,	P50082
592	YGR226C	chrVII	-	946794	947004	946794	947004	1	946794,	947004,	n/a
592	YGR227W	chrVII	+	947422	949000	947422	949000	1	947422,	949000,	P50076
592	YGR228W	chrVII	+	949367	949712	949367	949712	1	949367,	949712,	n/a
592	YGR229C	chrVII	-	949384	950902	949384	950902	1	949384,	950902,	P32566
592	YGR230W	chrVII	+	951896	952310	951896	952310	1	951896,	952310,	P50084
592	YGR231C	chrVII	-	952550	953483	952550	953483	1	952550,	953483,	P50085
592	YGR232W	chrVII	+	953962	954649	953962	954649	1	953962,	954649,	P50086
592	YGR233C	chrVII	-	954676	958213	954676	958213	1	954676,	958213,	P17442
592	YGR234W	chrVII	+	959907	961107	959907	961107	1	959907,	961107,	P39676
592	YGR235C	chrVII	-	961363	962065	961363	962065	1	961363,	962065,	P50087
592	YGR236C	chrVII	-	962533	962821	962533	962821	1	962533,	962821,	P50088
592	YGR237C	chrVII	-	963302	965660	963302	965660	1	963302,	965660,	P50089
592	YGR238C	chrVII	-	966043	968692	966043	968692	1	966043,	968692,	P50090
592	YGR239C	chrVII	-	969191	970058	969191	970058	1	969191,	970058,	P50091
592	YGR240C	chrVII	-	970775	973739	970775	973739	1	970775,	973739,	P16861
592	YGR240C-A	chrVII	-	974581	974782	974581	974782	1	974581,	974782,	Q3E786
592	YGR241C	chrVII	-	974879	976586	974879	976586	1	974879,	976586,	P53309
592	YGR242W	chrVII	+	976419	976728	976419	976728	1	976419,	976728,	n/a
592	YGR243W	chrVII	+	977340	977781	977340	977781	1	977340,	977781,	P53311
592	YGR244C	chrVII	-	978040	979324	978040	979324	1	978040,	979324,	P53312
592	YGR245C	chrVII	-	979769	982073	979769	982073	1	979769,	982073,	P53313
592	YGR246C	chrVII	-	982486	984277	982486	984277	1	982486,	984277,	P29056
592	YGR247W	chrVII	+	984970	985690	984970	985690	1	984970,	985690,	P53314
592	YGR248W	chrVII	+	985976	986744	985976	986744	1	985976,	986744,	P53315
592	YGR249W	chrVII	+	988053	989424	988053	989424	1	988053,	989424,	P53050
592	YGR250C	chrVII	-	991180	993526	991180	993526	1	991180,	993526,	P53316
592	YGR251W	chrVII	+	995643	996234	995643	996234	1	995643,	996234,	P53317
592	YGR252W	chrVII	+	996873	998193	996873	998193	1	996873,	998193,	Q03330
592	YGR253C	chrVII	-	998362	999145	998362	999145	1	998362,	999145,	P32379
592	YGR254W	chrVII	+	1000931	1002245	1000931	1002245	1	1000931,	1002245,	P00924
592	YGR255C	chrVII	-	1002527	1003967	1002527	1003967	1	1002527,	1003967,	P53318
592	YGR256W	chrVII	+	1004629	1006108	1004629	1006108	1	1004629,	1006108,	P53319
592	YGR257C	chrVII	-	1006210	1007311	1006210	1007311	1	1006210,	1007311,	P53320
592	YGR258C	chrVII	-	1007676	1010772	1007676	1010772	1	1007676,	1010772,	P07276
592	YGR259C	chrVII	-	1012486	1012927	1012486	1012927	1	1012486,	1012927,	n/a
592	YGR260W	chrVII	+	1012490	1014095	1012490	1014095	1	1012490,	1014095,	P53322
592	YGR261C	chrVII	-	1014326	1016756	1014326	1016756	1	1014326,	1016756,	P46682
592	YGR262C	chrVII	-	1016979	1017765	1016979	1017765	1	1016979,	1017765,	P53323
592	YGR263C	chrVII	-	1017972	1019247	1017972	1019247	1	1017972,	1019247,	P53324
592	YGR264C	chrVII	-	1019603	1021859	1019603	1021859	1	1019603,	1021859,	P00958
592	YGR265W	chrVII	+	1021653	1022064	1021653	1022064	1	1021653,	1022064,	n/a
592	YGR266W	chrVII	+	1022661	1024767	1022661	1024767	1	1022661,	1024767,	P53326
592	YGR267C	chrVII	-	1025009	1025741	1025009	1025741	1	1025009,	1025741,	P51601
592	YGR268C	chrVII	-	1026062	1026659	1026062	1026659	1	1026062,	1026659,	P40325
592	YGR269W	chrVII	+	1026641	1026968	1026641	1026968	1	1026641,	1026968,	n/a
592	YGR270W	chrVII	+	1027375	1031515	1027375	1031515	1	1027375,	1031515,	P40340
592	YGR270C-A	chrVII	-	1027387	1027606	1027387	1027606	1	1027387,	1027606,	n/a
592	YGR271W	chrVII	+	1031796	1037700	1031796	1037700	1	1031796,	1037700,	P53327
592	YGR271C-A	chrVII	-	1037805	1038507	1037805	1038507	1	1037805,	1038507,	Q3E705
592	YGR273C	chrVII	-	1038720	1039245	1038720	1039245	1	1038720,	1039245,	P53329
592	YGR274C	chrVII	-	1039901	1043102	1039901	1043102	1	1039901,	1043102,	P46677
592	YGR275W	chrVII	+	1043282	1043756	1043282	1043756	1	1043282,	1043756,	P53330
592	YGR276C	chrVII	-	1043825	1045487	1043825	1045487	1	1043825,	1045487,	P53331
592	YGR277C	chrVII	-	1045650	1046568	1045650	1046568	1	1045650,	1046568,	P53332
592	YGR278W	chrVII	+	1046737	1048471	1046737	1048471	1	1046737,	1048471,	P53333
593	YGR279C	chrVII	-	1048804	1049965	1048804	1049965	1	1048804,	1049965,	P53334
593	YGR280C	chrVII	-	1050916	1051732	1050916	1051732	1	1050916,	1051732,	P53335
593	YGR281W	chrVII	+	1052830	1057264	1052830	1057264	1	1052830,	1057264,	P53049
593	YGR282C	chrVII	-	1057789	1058731	1057789	1058731	1	1057789,	1058731,	P15703
593	YGR283C	chrVII	-	1059021	1060047	1059021	1060047	1	1059021,	1060047,	P53336
593	YGR284C	chrVII	-	1060664	1061597	1060664	1061597	1	1060664,	1061597,	P53337
593	YGR285C	chrVII	-	1061858	1063160	1061858	1063160	1	1061858,	1063160,	P32527
593	YGR286C	chrVII	-	1063819	1064947	1063819	1064947	1	1063819,	1064947,	P32451
593	YGR287C	chrVII	-	1067228	1068998	1067228	1068998	1	1067228,	1068998,	P53051
593	YGR288W	chrVII	+	1070299	1071721	1070299	1071721	1	1070299,	1071721,	P53338
593	YGR289C	chrVII	-	1073969	1075820	1073969	1075820	1	1073969,	1075820,	P53048
593	YGR290W	chrVII	+	1075488	1075932	1075488	1075932	1	1075488,	1075932,	n/a
593	YGR291C	chrVII	-	1076289	1076511	1076289	1076511	1	1076289,	1076511,	n/a
593	YGR292W	chrVII	+	1076605	1078360	1076605	1078360	1	1076605,	1078360,	P53341
593	YGR293C	chrVII	-	1079891	1080353	1079891	1080353	1	1079891,	1080353,	n/a
593	YGR294W	chrVII	+	1080312	1080675	1080312	1080675	1	1080312,	1080675,	P53343
593	YGR295C	chrVII	-	1081590	1082736	1081590	1082736	1	1081590,	1082736,	P53344
593	YGR296W	chrVII	+	1084870	1090598	1084870	1090598	2	1084870,1085037,	1084889,1090598,	P53345
593	YGR296C-A	chrVII	-	1088876	1089452	1088876	1089452	1	1088876,	1089452,	n/a
593	YGR296C-B	chrVII	-	1089752	1090235	1089752	1090235	1	1089752,	1090235,	n/a
